filename,Artistic Categories,Total aesthetic score,Theme and logic,Creativity,Layout and composition,Space and perspective,The sense of order,Light and shadow,Color,Details and texture,The overall,Mood,Language Comment
159d851f899342248b4da506ce06fe6d.jpg,oil painting*classicism*portraiture,74.17,,,7.33,6.67,,7.17,6.67,7,6.17,,"Color contrast makes the entire picture more layered, but lacks specific shaping"
159dc6ad80ed4406bf312996284d5864.png,traditional Chinese painting*freehand*portraiture,60.83,6.33,6,6.5,,6,,6.5,5.83,6.33,,
15a1f3dbcf094d5aadf49178573b54fc.jpg,oil painting*romanticism*landscapes,50,4.6,4.8,4,,4.6,,4.2,4.4,4.8,4.8,
15b2fc379f334b72885aa0f5f9a80b09.jpg,oil painting*symbolism*still life,67.14,7.71,,7.43,7.43,7.43,7.14,7.14,7.14,7,7.14,"The composition is average, the color relationships are also harmonious, and the color brightness is relatively pure, but unfortunately the depiction is not deep enough."
15b764e1aab84170b7c46493614e6ca1.jpg,oil painting*symbolism*still life,82.14,7.86,,7.71,7.57,8,7.86,8,7.71,7.43,7.57,"The color scheme is rich, and the spatial hierarchy is also sufficient, lacking a finishing touch."
15bb17af347e4e1d91ca34b050551a05.jpg,sketching*symbolism*portraiture,67.5,,,6.83,7,,6,,6.5,7,,"The characters are not quite aligned, the facial structure is weak, and there is a lack of detailed depiction"
15c0d43768314b2ea27991b247b5a2ac.png,traditional Chinese painting*freehand*floral and avian,55.83,6,5.83,6,,5.83,,6.33,5.33,5.83,6.33,
15cfcccf27f14a139c9d64ab92f9da35.jpg,sketching*classicism*still life,39.17,4.33,,4.33,4.17,4.17,3.17,,4,4.33,3.83,"The picture can clearly express the desired information, but the picture is complete and lacks details, and the direct difference between primary and secondary is relatively small"
15d0567a91db460a8bf376f52f642bb6.jpg,sketching*classicism*landscapes,79.17,7.33,,7.83,6.33,7,7.33,,7.5,7.17,5.83,
15d132ba80f940d78bea5207755eb5ca.png,sketching*classicism*portraiture,70.83,,,6,6.67,,5.83,,7,5.83,,
15d2d9f41fe148b6b717203510fe0b01.jpg,oil painting*symbolism*still life,63.57,6.71,,6.71,6.71,6.57,7,6.57,6.57,6.71,6.43,"The composition is average, the color relationship is also harmonious, and the contrast between cold and warm is not obvious enough, making the picture lack a sense of atmosphere."
15d3db879ddf471e8bae8ca943b544c2.jpg,traditional Chinese painting*meticulous*portraiture,58.33,,,6.33,5.83,,6,5.67,6,6,,"The visuals are quite rigid, with many shadows of Western character portrayal, lacking the unique beauty of traditional Chinese painting. The colors are rather tacky and unpleasant."
15d5102a67774979a49ba26cb1998b17.png,oil painting*romanticism*still life,44,4.6,4.6,3.8,,4.4,,4.2,4,4.4,5.4,
15d631b17f2c487b9b85e8c38f7651cb.jpg,oil painting*classicism*still life,35,4.17,,4.17,3.83,3.83,3.83,4.17,3.17,3.83,4,"Monotonous colors, uniform brushstrokes, inaccurate object shapes, and low image completion"
15ddef7e4dc14ed38f16f4344e092b1b.png,traditional Chinese painting*freehand*floral and avian,77.5,7.33,7.67,7.67,,6.5,,7.83,7.33,7.5,7.83,"The picture is very delicate, and calligraphy is the finishing touch. Calligraphy and painting complement each other, and the elements in the picture are concise, intuitive, and rich. The space arrangement of this work is relatively reasonable, but the details are slightly insufficient, and the overall picture has no primary or secondary focus"
15e09dd25d5a402eb9301469236c0201.jpg,oil painting*symbolism*still life,77.5,8.17,,8,7.67,7.67,8.17,8,8.67,8,7.67,
15e1295fc8914aafb4fa9a47aa675826.png,oil painting*classicism*portraiture,23.57,,,2.86,2.86,,3,2.86,2.71,3.29,,
15e83f0b2c91472f875857e8ab0a872a.jpg,sketching*classicism*still life,65.83,6.33,,6.33,5.5,5.83,6.17,,6.33,6.67,5,
15ef224e9f6c434894e5d1d0eb4ca92e.jpg,sketching*romanticism*still life,36.67,4.5,4.33,4.17,,3.83,,,3.33,3.67,3.67,This picture lacks basic painting elements and can still be used as a creative line drawing for children.
15f036cb0e5046b18ddc8d3953db0c86.png,traditional Chinese painting*freehand*mountains and water,72.5,7,6.83,6.83,,6.67,,6.67,6.83,7.17,7,"The picture is very delicate, and calligraphy is the finishing touch. Calligraphy and painting complement each other, and the elements in the picture are concise, intuitive, and rich. I have a good grasp of dry and wet changes, with a reasonable composition and attention to detail"
15f4946926b44c0fa67c4b92b75b9a9a.png,traditional Chinese painting*meticulous*portraiture,69.17,,,6.67,6.67,,6.5,6.5,7,6.67,,"A very interesting composition method, with delicate and interesting character portrayal, and very clever ink use."
15f7f92f35b84046a590546388953a1e.jpg,oil painting*classicism*landscapes,63.33,5.83,,4.83,5.33,6.67,5.33,6,6.5,5.5,4.83,
15fce706b66c4478812b798eb5461dfb.png,traditional Chinese painting*freehand*mountains and water,72.86,7.29,7.57,7.14,,6.86,,6.86,7.14,7.71,7.29,"This artwork is novel and unique, with a fresh and elegant ink color, natural and vivid brushstrokes, and flexible yet textured lines. It's great! The picture is elegant and the artistic conception is still good, but the level needs to be improved. The brushstrokes in the picture are very regular, the colors are also very standard, and the artistic conception is very strong."
1614fb1dec2a4c4796906172e62ef013.png,traditional Chinese painting*meticulous*portraiture,71.67,,,7.17,6.83,,6.5,6.83,6.67,6.67,,"A very interesting composition method, with delicate and interesting character portrayal, and very clever ink use."
161b00293b094e8baa2328370c7b5880.png,traditional Chinese painting*meticulous*floral and avian,82.5,7.83,,7.83,7.17,7.67,7.83,7.5,8.33,7.83,7.67,"Bold use of color and ink, appropriate control of moisture and ink color, clear and clean image, appropriate handling of spatial sense, close to reality and far from illusion. The brushstrokes on the screen are very regular, and the colors are also very standard, creating a strong sense of artistic conception."
162dde19d637461dbcb0f76db322f515.png,traditional Chinese painting*meticulous*portraiture,79.17,,,7,7.5,,7.5,7.17,7.5,7.33,,"A very interesting composition method, with delicate and interesting character portrayal, and very clever ink use."
163406ceaae64e2699ce21141255a39c.png,oil painting*romanticism*still life,60,5.6,5.6,5.2,,5.2,,5.2,5.2,6,5.8,
16379c5b69a44b48a5c3ec147655e31a.jpg,sketching*romanticism*still life,53.33,4.67,5.5,4.83,,4,,,4,4.67,4.17,
163bac60e6a847ad91128cb7adbdf29b.jpg,oil painting*romanticism*landscapes,62.14,6,5.86,5.57,,5.86,,5.71,5.57,5.43,5.43,"The composition is basically reasonable, the overall picture is harmonious, the color application is bold, the theme is unclear, and there is a slight lack of details"
16453eb00b2d4d31b9a271d91aa23b59.png,oil painting*classicism*portraiture,20.83,,,3.67,3.33,,3,3.5,3.17,3,,
164552c7f26f421eb11e5b1865c81cfa.jpg,traditional Chinese painting*meticulous*floral and avian,45,5.17,,5.17,5.17,4.83,5,4.67,5,5.5,5,"The theme is clear, the composition of the picture is novel and compact, and the bird ink color is not transparent enough, which can enrich the details and enhance the depiction. The picture is very simple, and the brushstrokes are also very beginner like, with a very immature way of shaping."
164a67357b7a4be6ae1b368774115fd0.jpg,oil painting*romanticism*portraiture,77.14,7.71,7.43,6.57,,7.43,,7.43,7,7.86,,"The composition is novel, the spatial hierarchy is complete, and the portrayal of the main characters is lacking."
164a79062ca9460c865f776290de2ccb.jpg,sketching*classicism*landscapes,76.67,6.5,,6.67,7.17,7.17,5.17,,6.33,7.5,6.67,"The overall picture is strong, and the spatial representation is profound. The distinction between the front and back of plant branches is not enough"
164e9113150640e286e8de659c9bac2d.png,traditional Chinese painting*meticulous*portraiture,70.83,,,6.83,7,,7,6.83,6.67,7.17,,"A very innovative technique for creating traditional Chinese painting, highlighting the expressions of the characters, making the entire character very lively."
1651896f66e8405388792f3b7fd513ed.jpg,traditional Chinese painting*freehand*mountains and water,32.5,4,3.33,3.17,,3.17,,3.33,3.17,3.5,3.17,
1652dda34c4643abaa73c5611f2778da.jpg,oil painting*classicism*landscapes,86.67,8.17,,8,7.5,8,8.17,7.83,9,7.83,8,
165374e7d9d645d895af934dc6ea2fe7.png,traditional Chinese painting*freehand*mountains and water,65.83,6,6,6.33,,6,,5.83,6,6.17,6,"The brushstrokes on the screen are very regular, and the colors are also very standard, creating a strong sense of artistic conception."
165d960a5eb44a1290a097ed23210d32.jpg,sketching*classicism*landscapes,55.71,5.14,,5.43,5.43,5.14,5.14,,5,5.29,5.14,"The overall linear representation of the screen is unified, and the front, middle, and back scenes are also processed, but the center of gravity is slightly biased to the right"
166380f474104e32b74f67dcf0d5688c.jpg,oil painting*romanticism*portraiture,73.33,7.5,7.17,7,,7.33,,7.33,6.83,7.67,,
166cf7d9cda44e889acf29b428d74405.jpg,oil painting*symbolism*portraiture,56.43,,,5.71,5.71,,5.71,5.86,5.86,5.86,,
166d238d185c497bbe98008773c8cea9.jpg,oil painting*classicism*still life,71.67,6.33,,6.67,6.5,6.67,6.67,6.67,6.5,6.17,6.5,"The strokes are rich and diverse, the colors are delicate and harmonious, and the picture is seamlessly integrated, with a clever combination of virtual and real, cold and warm."
1681392556124805a0b77f5f64a0c473.jpg,sketching*classicism*landscapes,73.33,6.33,,6.83,6.17,6.67,6.67,,6.5,6.67,6,
168185d5b43341ea998eb9d1f5811e85.png,traditional Chinese painting*meticulous*mountains and water,70.83,6.67,,6.33,6.5,6.5,6.83,6.5,6.67,7,6.67,"The composition of the picture is rigid and lacks variation, with insufficient levels of distant, medium, and close shots, and insufficient color levels. The strokes used in the picture are very regular, and the colors are also very regular, creating a strong sense of artistic conception."
168dcdc9fc084d5d9cfc4136ec29a96e.jpg,oil painting*romanticism*still life,70,6.57,7.29,6.29,,5.71,,6.29,6.43,6.86,6.86,"This composition is very impressive, with some monotonous colors, and the background color can be more diverse. The composition is just right, with rich colors and strong contrast between light and dark, creating a vivid picture. The only drawback is that the details are not fully expressed."
16961ae6442b42d8a36fd2153f814f9c.jpg,traditional Chinese painting*meticulous*portraiture,74.17,,,8,7.33,,7.5,7.33,7.17,7.5,,"A very innovative technique for creating traditional Chinese painting, highlighting the expressions of the characters, making the entire character very lively."
16a5686f9b2a4aebb0a1e731665a4c70.jpg,oil painting*romanticism*still life,55,5.43,5.71,5,,5.14,,5.43,4.86,5.57,5.43,"This vague thematic expression not only weakens the artistic value of the work, but also makes it difficult for the audience to generate resonance and emotional resonance. 6¡¢ The picture lacks a sense of hierarchy, with a more complete composition, prominent main objects, rich colors, and well handled details."
16a9b012d2ba43d29c1c63e78916a002.jpg,oil painting*romanticism*landscapes,64,6.4,7.2,5.6,,6.8,,6,6.2,6.4,6,
16aacf31a4e840799f791bab11d979af.png,traditional Chinese painting*meticulous*portraiture,74.17,,,7.5,6.83,,7.17,7.17,7.5,7.17,,
16ab6959ef2b477e965d0522ceab2c51.jpg,oil painting*romanticism*portraiture,72.14,6.71,6.86,6.71,,6.57,,7,6.43,6.71,,"The composition of the picture has a strong visual impact, with contrasting and unified tones, and the main body forming color blocks. The main character is well crafted"
16b4dbf94f3c403f9065c78b5c32e52f.png,traditional Chinese painting*meticulous*portraiture,69.17,,,6.5,7.17,,6.17,6.17,7.5,6.83,,
16c12338af184fddb3f27cab8e9b0928.jpg,oil painting*classicism*portraiture,35.83,,,3.83,3.83,,2.67,3.67,3.17,3.33,,"Bold use of colors, but inadequate detail portrayal, resulting in mediocre visuals"
16c8ad60c4db4356983b4fc9445d54cf.jpg,oil painting*classicism*landscapes,84.17,8,,7.83,7.67,8,8,7.83,8.33,8,8.17,
16df00456f554ad685d63f50bb6e8ed9.jpg,sketching*classicism*landscapes,34.17,4,,3.5,3.67,3.33,3,,2.67,3.83,3.17,"The overall performance of the screen is too simple and does not distinguish between the near, medium, and far range levels of the screen"
16e0d039e498427b8e1a591ee8b454b3.png,sketching*classicism*portraiture,80.83,,,7.83,7.5,,7.17,,7.83,7.33,,
16e3752a49724340bfb0973881d9d0fb.jpg,sketching*symbolism*still life,69.17,7,,7.33,6.67,7.33,5.5,,5.83,6.33,6.67,"The visual lines are smooth, with a combination of virtual and real lines, clear hierarchy of branches and leaves, and a strong sense of space."
16e66e05f0d242298c31f097e15d5026.jpg,oil painting*romanticism*portraiture,79.17,7.67,7.83,6.17,,7.17,,6.83,6.5,7.67,,
16e8ebf49f51412c8e347d0de91189c3.png,traditional Chinese painting*freehand*portraiture,65.83,6.67,6.67,6.17,,6.5,,7,6.5,6.33,,"Very innovative traditional Chinese painting techniques, with elegant colors and delicate shapes. The visual effect is good, but it looks like dancing and competing for an umbrella, so the combination of characters and calligraphy is good"
1704479721a546848bbc9343904fc063.jpg,oil painting*classicism*still life,80.83,8.17,,7.5,7.17,8.67,7.17,7.33,8.33,7.5,7,
170f62358922421fa3556b5e67f72aed.jpg,sketching*classicism*landscapes,50,5.5,,5.67,5.67,5.17,3.83,,4.67,5.5,5.17,"The overall linear representation of the screen is unified, and the front, middle, and back scenes have also been processed, but the focus is not clear enough"
171da353e4a44891bafa6e0720b40d37.jpg,oil painting*romanticism*landscapes,63,7.2,6,5.8,,6.8,,5.4,5,6.4,6,
17211e9a8d08413d86df18c5ad1080c9.jpg,oil painting*romanticism*portraiture,67.14,6.29,6.29,6.43,,6.57,,6,6,6.43,,"The artistic conception of the picture is very good, the composition is creative, the overall color tone is unified, and the main character is well crafted"
172ab37010ad40d2909b96366f34802b.jpg,oil painting*classicism*landscapes,64.17,5.67,,6.5,6.33,6.17,6,6.33,5.17,6.33,5.83,"Fuzzy composition segmentation, strong visual effect, bright colors, and unclear theme content"
1733712b18c9495099ce37a95081d122.jpg,oil painting*classicism*portraiture,66.67,,,6.17,5.83,,5.67,6.5,6.17,6.17,,"The color is realistic, but the contrast is not obvious, and the picture is relatively mediocre"
1738e39b0580446b8eaa45099d61a770.jpg,oil painting*classicism*portraiture,87.5,,,8.33,7.5,,7.83,8.33,8.5,8.5,,
173a3c245c4641eb94d02e9382290186.jpg,oil painting*classicism*portraiture,73.33,,,7.33,7.67,,7.17,7.5,7,6.83,,"The specific image is well portrayed, but the strokes are relatively rough"
173ac40ee55b4220afb39ce9b5997ac0.png,oil painting*classicism*still life,41.67,5.33,,5.17,4.33,5,4.67,4.33,4.67,4.5,4.67,
173ed2fa20a543af9a1c6ec0ef4092ed.jpg,oil painting*classicism*portraiture,75,,,7.5,7.67,,7.17,6.83,7.33,7,,"The color contrast gives the entire picture a more layered feel, but the specific details are not well portrayed"
173ffe56e6ca47bf9f49e1ab092b0f14.jpg,oil painting*symbolism*portraiture,82.14,,,8.86,8.57,,8.14,8.71,8.57,7.86,,
